,Mark,Model,CarModel,CarYear,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
1822,Hyundai,Solaris,AT Classic,2012,1.4,107,бензин,АКПП,передний,184,590000,,0,0,1,0,0
1823,Toyota,Isis,Platana V selection,2012,1.8,144,бензин,вариатор,передний,124,1149000,,0,0,1,0,0
1824,Kia,Ceed,,2012,1.6,129,бензин,АКПП,передний,150,838000,,0,0,1,0,0
1825,Chery,Tiggo T11,,2015,1.8,132,бензин,автомат,передний,50,699000,,0,0,1,0,0
1826,Лада,2114 Самара,MT 21144-22-010,2008,1.6,81,бензин,механика,передний,123,170000,,0,0,1,0,0
1827,Mitsubishi,Outlander,CVT 4WD Invite,2015,2.0,146,бензин,вариатор,4WD,111,1750000,,0,0,1,0,0
1828,Toyota,Prius,,2008,1.5,76,гибрид,вариатор,передний,219,670000,,0,0,1,0,0
1829,Toyota,Passo,X L Package S,2017,1.0,69,бензин,вариатор,передний,97,799000,,0,0,1,0,0
1830,Toyota,Corolla Fielder,,2016,1.5,103,бензин,вариатор,4WD,94,1065000,,0,0,1,0,0
1831,Лада,4x4 2121 Нива,,1980,1.6,73,бензин,механика,4WD,100,115000,,0,0,0,0,0
1832,Subaru,Outback,,2012,2.5,167,бензин,вариатор,4WD,185,1250000,,0,0,1,0,0
1833,Лада,Ларгус,MT Luxe 7 мест,2014,1.6,105,бензин,механика,передний,115,649000,,0,0,1,0,0
1834,Toyota,Corolla Fielder,X,2018,1.5,109,бензин,вариатор,передний,83,1260000,,0,0,1,0,0
1835,Toyota,Vista,N200 E,2001,2.0,135,бензин,АКПП,4WD,299,469000,,0,0,1,0,0
1836,Nissan,Wingroad,,2017,1.5,109,бензин,вариатор,передний,86,870000,,0,0,1,0,0
1837,Mitsubishi,ASX,Invite,2012,1.8,140,бензин,вариатор,передний,170,1100000,,0,0,1,0,0
1838,Nissan,Qashqai,CVT SE,2018,1.2,115,бензин,вариатор,передний,108,1600000,,0,0,1,0,0
1839,Chery,Very A13,MT VR14C,2014,1.5,109,бензин,механика,передний,80,429000,,0,0,0,0,0
1840,Toyota,Sienta,X,2011,1.5,110,бензин,вариатор,передний,95,880000,,0,0,1,0,0
1841,Лада,Калина,MT Норма,2015,1.6,87,бензин,механика,передний,30,499000,,0,0,1,0,0
1842,Toyota,Probox,,2018,1.5,109,бензин,вариатор,передний,64,1019000,,0,0,1,0,0
1843,Лада,Гранта,AT Comfort,2020,1.6,98,бензин,АКПП,передний,21,899000,,1,0,0,0,0
1844,Mazda,MPV,Sports,2002,2.3,163,бензин,АКПП,передний,384,599000,,1,0,0,0,0
1845,Chevrolet,Spark,,2018,1.0,77,бензин,автомат,передний,49,869000,,0,0,0,0,0
1846,Honda,Freed,G Just Selection (6-Seater),2014,1.5,118,бензин,вариатор,передний,150,1099000,,0,0,1,0,0
1847,Honda,HR-V, CVT 4WD,2004,1.6,105,бензин,вариатор,4WD,209,599000,,1,0,0,0,0
1848,Nissan,Tino,CVT Комфорт,2001,2.0,136,бензин,вариатор,передний,270,399000,,1,0,0,0,0
1849,Honda,Freed,G Just Selection (6-Seater),2012,1.5,118,бензин,вариатор,передний,165,939000,,0,0,1,0,0
1850,Toyota,Mark II,Grande,1997,2.0,140,бензин,АКПП,задний,385,499000,,1,0,0,0,0
1851,Renault,Sandero Stepway,MT Stepway Confort,2018,1.6,82,бензин,механика,передний,58,959000,,0,1,0,0,0
1852,Nissan,Murano,CVT 4WD High+,2018,3.5,249,бензин,вариатор,4WD,116,2850000,,0,0,1,0,0
1853,Nissan,Note,MT Comfort,2008,1.4,88,бензин,механика,передний,221,529000,,1,0,0,0,0
1854,Mercedes-Benz,E-Class,,2012,1.8,184,бензин,АКПП,задний,159,1469000,,0,0,1,0,0
1855,Toyota,Land Cruiser Prado,AT Престиж,2022,2.7,163,бензин,АКПП,4WD,0,6300000,,0,0,0,0,0
1856,Hyundai,Solaris,AT Active Plus,2018,1.4,100,бензин,АКПП,передний,72,1120000,,0,0,1,0,0
1857,Honda,HR-V,J,1998,1.6,105,бензин,вариатор,передний,250,357000,,0,0,1,0,0
1858,Mitsubishi,Delica D:5,Roadest D Power Package Diesel Turbo 4WD (8 Seater),2015,2.3,148,дизель,АКПП,4WD,93,2250000,,1,0,0,0,0
1859,Hyundai,Grand Starex,,2010,2.5,145,дизель,механика,задний,208,1050000,,0,0,0,0,0
1860,Subaru,Legacy,touring wagon R,2003,2.0,180,бензин,АКПП,4WD,280,580000,,0,0,1,0,0
1861,Nissan,Cube,Version S,2001,1.3,85,бензин,вариатор,4WD,235,229000,,1,0,0,0,0
1862,Mazda,Demio,L,2000,1.3,83,бензин,АКПП,передний,250,205000,,1,0,0,0,0
1863,Toyota,Vista,VJ,1996,1.8,125,бензин,АКПП,передний,287,386000,,0,0,0,1,0
1864,Hyundai,Tucson,AT 4WD GLS,2005,2.0,142,бензин,АКПП,4WD,257,769000,,1,0,0,0,0
1865,Hyundai,Elantra,AT Base,2013,1.6,132,бензин,АКПП,передний,151,920000,,0,0,1,0,0
1866,Лада,2111, MT Люкс,2006,1.6,82,бензин,механика,передний,150,100000,,0,0,0,0,0
1867,Honda,Fit,Y 4WD,2001,1.3,86,бензин,вариатор,4WD,201,345000,,0,0,1,0,0
1868,Renault,Kaptur,TCe 150 CVT 4х4 Prime,2021,1.3,149,бензин,вариатор,4WD,21,1839000,,0,0,1,0,0
1869,Nissan,Sunny,,2003,1.5,109,бензин,АКПП,4WD,203,270000,,0,0,0,1,0
1870,Kia,Spectra,,2002,1.6,101,бензин,автомат,передний,214,220000,,0,0,0,0,0
1871,Nissan,Qashqai,,2009,2.0,141,бензин,вариатор,передний,219,850000,,0,0,1,0,0
1872,Toyota,Corolla Fielder,X 4WD,2017,1.5,103,бензин,вариатор,4WD,75,1259000,,0,0,1,0,0
1873,Kia,Sorento,VGT AT 4WD Prestige 5 seats,2016,2.0,186,дизель,АКПП,4WD,121,2297000,,0,0,1,0,0
1874,Honda,CR-V,AT Elegance,2013,2.0,150,бензин,АКПП,4WD,225,1530000,,0,0,1,0,0
1875,Toyota,Corolla,,2005,1.6,110,бензин,АКПП,передний,295,630000,,1,0,0,0,0
1876,Hyundai,i30,MT Classic 5dr.,2012,1.6,130,бензин,механика,передний,179,799000,,0,0,1,0,0
1877,Toyota,Vitz,F M package,2013,1.0,69,бензин,вариатор,передний,148,627000,,0,0,1,0,0
1878,Nissan,Pulsar,X1R,1998,1.6,120,бензин,АКПП,передний,1,185000,,1,0,0,0,0
1879,Chevrolet,Niva,,2006,1.7,80,бензин,механика,4WD,180,250000,,0,0,0,1,0
1880,Лада,2107,,2011,1.6,74,бензин,механика,задний,60,210000,,1,0,0,0,0
1881,Nissan,Pathfinder,Cdi AT LE,2007,2.5,174,дизель,АКПП,4WD,333,1050000,,0,0,1,0,0
1882,Лада,2107,MT 21074-30-015 Стандарт,2010,1.6,74,бензин,механика,задний,70,165000,,0,0,1,0,0
1883,Лада,2107,MT 21074,2008,1.6,76,бензин,механика,задний,88,80000,,0,0,0,0,0
1884,MINI,Countryman,АТ Cooper S ALL4,2010,1.6,184,бензин,АКПП,4WD,1,1300000,,0,0,0,0,0
1885,Subaru,Levorg,GT-S EyeSight 4WD,2014,1.6,170,бензин,вариатор,4WD,70,1585000,,0,0,1,0,0
1886,Mazda,Bongo Friendee,City Runner auto free top diesel turbo,2000,2.5,130,дизель,АКПП,4WD,390,450000,,1,0,0,0,0
1887,Mitsubishi,Outlander,AT Instyle,2008,3.0,220,бензин,АКПП,4WD,189,980000,,0,0,1,0,0
1888,Mitsubishi,Mirage Dingo,,2001,1.5,105,бензин,АКПП,4WD,280,180000,,0,0,0,1,0
1889,Лада,2107,,2008,1.6,72,бензин,механика,задний,35,175000,,0,0,0,1,0
1890,Лада,4x4 2121 Нива,,1999,1.7,79,бензин,механика,4WD,95,195000,,0,0,1,0,0
1891,Лада,Гранта,MT Classic + пакет Start,2018,1.6,87,бензин,механика,передний,69,500000,,0,0,1,0,0
1892,Mazda,Familia S-Wagon,,1999,1.5,130,бензин,механика,передний,250,205000,,0,0,1,0,0
1893,Subaru,Forester,CVT CB,2015,2.5,171,бензин,вариатор,4WD,136,1590000,,0,0,1,0,0
1894,Renault,Sandero Stepway,MT Life,2022,1.6,113,бензин,механика,передний,16,1314000,,0,1,0,0,0
1895,Лада,Калина,,2012,1.6,82,бензин,механика,передний,112,260000,,0,1,0,0,0
1896,Honda,Civic,,2003,1.3,86,гибрид,вариатор,передний,295,390000,,0,0,1,0,0
1897,Toyota,Prius Alpha,G 7 seater,2011,1.8,99,гибрид,вариатор,передний,113,1195000,,0,0,1,0,0
1898,Toyota,Carina,,2001,1.8,115,бензин,АКПП,передний,380,418000,,0,0,0,0,0
1899,Renault,Logan,MT Expression,2006,1.4,75,бензин,механика,передний,230,280000,,1,0,0,0,0
1900,Toyota,Camry,,1996,1.8,125,бензин,АКПП,передний,462,260000,,0,0,1,0,0
1901,Suzuki,Grand Vitara,AT Base,2007,2.0,140,бензин,АКПП,4WD,314,860000,,1,0,0,0,0
1902,Toyota,Avensis,MT,2008,1.8,129,бензин,механика,передний,140,790000,,0,0,1,0,0
1903,Toyota,Camry,AT Prestige,2007,2.4,167,бензин,АКПП,передний,199,1120000,,1,0,0,0,0
1904,Nissan,Teana,CVT Premium Four,2011,2.5,167,бензин,вариатор,4WD,200,1020000,,0,0,1,0,0
1905,Nissan,Qashqai+2,CVT 4WD Tekna,2011,2.0,141,бензин,вариатор,4WD,140,1140000,,0,0,1,0,0
1906,Hyundai,Starex,CRDI AT Base (9 seats),2006,2.5,145,дизель,АКПП,задний,320,468000,,0,1,0,0,0
1907,Toyota,Hilux Surf,T SSR-X,1992,2.4,97,дизель,АКПП,4WD,277,625000,,1,0,0,0,0
1908,Nissan,AD,LE,1998,1.5,105,бензин,АКПП,передний,212,110000,,0,1,0,0,0
1909,Лада,4x4 2121 Нива,MT,2017,1.7,83,бензин,механика,4WD,48,574999,,0,0,1,0,0
1910,Toyota,Corolla,AT Elegance Plus,2010,1.6,124,бензин,АКПП,передний,138,1155000,,1,0,0,0,0
1911,ЗАЗ,Шанс,MT SX,2010,1.3,70,бензин,механика,передний,120,123000,,0,0,0,0,0
1912,Subaru,Levorg,GT EyeSight Smart Edition 4WD,2019,1.6,170,бензин,вариатор,4WD,1,1660000,,0,1,0,0,0
1913,Renault,Sandero Stepway,MT,2011,1.6,84,бензин,механика,передний,148,529000,,0,0,1,0,0
1914,Honda,Accord,,1992,2.0,98,бензин,механика,передний,200,174000,,0,0,0,0,0
1915,Toyota,Camry,AT Комфорт,2016,2.5,181,бензин,АКПП,передний,99,1870000,,0,0,1,0,0
1916,Toyota,Town Ace Noah,T Field Tourer standard roof,1999,2.2,94,дизель,АКПП,4WD,200,528000,,1,0,0,0,0
1917,Toyota,Opa,I,2000,1.8,136,бензин,АКПП,передний,100,399000,,0,0,1,0,0
1918,Toyota,Vista Ardeo,,2000,1.8,130,бензин,автомат,передний,200,449000,,0,0,0,1,0
1919,Nissan,Cefiro,25 Excimo,1997,2.5,190,бензин,АКПП,передний,230,270000,,1,0,0,0,0
1920,Toyota,Land Cruiser Prado,TD AT Elegance,2010,3.0,173,дизель,АКПП,4WD,132,2610000,,0,0,1,0,0
1921,Лада,Приора,MT Люкс 21703-02-018,2010,1.6,98,бензин,механика,передний,150,300000,,0,0,1,0,0
1922,Hyundai,Solaris,MT Comfort,2015,1.4,107,бензин,механика,передний,150,650000,,0,1,0,0,0
1923,Toyota,Land Cruiser,100 VX limited 4WD,2006,4.7,235,бензин,АКПП,4WD,124,2150000,,0,0,1,0,0
1924,Toyota,Estima,Aeras G edition,2010,2.4,170,бензин,вариатор,передний,130,1610000,,1,0,0,0,0
1925,Kia,Ceed,AT Luxe,2023,1.6,128,бензин,АКПП,передний,0,2295000,,0,0,0,0,0
1926,Kia,Sorento,CRDi DCT 4WD Premium+,2023,2.2,199,дизель,робот,4WD,0,5655000,,0,0,0,0,0
1927,Nissan,AD,GX 4WD,2004,1.8,122,бензин,АКПП,4WD,150,250000,,0,0,0,0,0
1928,Лада,Приора,MT Норма 21713-01-012,2011,1.6,98,бензин,механика,передний,150,265000,,0,1,0,0,0
1929,Toyota,Prius Alpha,G Tune Black 5 seater,2013,1.8,99,гибрид,вариатор,передний,1,1398000,,1,0,0,0,0
1930,Honda,Freed,G aero just selection (7-Seater),2010,1.5,118,бензин,вариатор,передний,157,998000,,1,0,0,0,0
1931,Honda,Freed,G aero highway edition 4WD,2010,1.5,118,бензин,АКПП,4WD,162,1048000,,1,0,0,0,0
1932,Honda,Freed,G just selection 4WD,2010,1.5,118,бензин,АКПП,4WD,156,1048000,,1,0,0,0,0
1933,Volkswagen,Golf,,2016,1.2,110,бензин,робот,передний,151,1195000,,0,0,1,0,0
1934,Hyundai,i30,MT Comfort,2010,1.6,126,бензин,механика,передний,207,635000,,0,0,1,0,0
1935,Suzuki,SX4,MT 2WD Comfort,2008,1.6,107,бензин,механика,передний,227,423000,,0,0,0,0,0
1936,Toyota,Land Cruiser Prado,TD AT Elegance,2010,3.0,173,дизель,АКПП,4WD,132,2610000,,0,0,1,0,0
1937,Лада,Приора,MT Люкс 21703-02-018,2010,1.6,98,бензин,механика,передний,150,300000,,0,0,1,0,0
1938,Hyundai,Solaris,MT Comfort,2015,1.4,107,бензин,механика,передний,150,650000,,0,1,0,0,0
1939,Toyota,Land Cruiser,100 VX limited 4WD,2006,4.7,235,бензин,АКПП,4WD,124,2150000,,0,0,1,0,0
1940,Toyota,Estima,Aeras G edition,2010,2.4,170,бензин,вариатор,передний,130,1610000,,1,0,0,0,0
1941,Kia,Ceed,AT Luxe,2023,1.6,128,бензин,АКПП,передний,0,2295000,,0,0,0,0,0
1942,Kia,Sorento,CRDi DCT 4WD Premium+,2023,2.2,199,дизель,робот,4WD,0,5655000,,0,0,0,0,0
1943,Nissan,AD,GX 4WD,2004,1.8,122,бензин,АКПП,4WD,150,250000,,0,0,0,0,0
1944,Лада,Приора,MT Норма 21713-01-012,2011,1.6,98,бензин,механика,передний,150,265000,,0,1,0,0,0
1945,Toyota,Prius Alpha,G Tune Black 5 seater,2013,1.8,99,гибрид,вариатор,передний,1,1398000,,1,0,0,0,0
1946,Honda,Freed,G aero just selection (7-Seater),2010,1.5,118,бензин,вариатор,передний,157,998000,,1,0,0,0,0
1947,Honda,Freed,G aero highway edition 4WD,2010,1.5,118,бензин,АКПП,4WD,162,1048000,,1,0,0,0,0
1948,Honda,Freed,G just selection 4WD,2010,1.5,118,бензин,АКПП,4WD,156,1048000,,1,0,0,0,0
1949,Volkswagen,Golf,,2016,1.2,110,бензин,робот,передний,151,1195000,,0,0,1,0,0
1950,Hyundai,i30,MT Comfort,2010,1.6,126,бензин,механика,передний,207,635000,,0,0,1,0,0
1951,Suzuki,SX4,MT 2WD Comfort,2008,1.6,107,бензин,механика,передний,227,423000,,0,0,0,0,0
1952,Kia,Sportage,AT 4WD Prestige,2017,2.0,150,бензин,АКПП,4WD,91,1800000,,0,0,1,0,0
1953,Kia,Ceed,,2008,1.6,122,бензин,механика,передний,227,657000,,1,0,0,0,0
1954,Honda,Freed,G aero (7-Seater),2012,1.5,118,бензин,вариатор,передний,153,1200000,,1,0,0,0,0
1955,Hyundai,Grandeur,,2017,2.4,190,бензин,автомат,передний,169,1980000,,0,0,0,0,0
1956,Toyota,Vitz,F M package,2011,1.0,69,бензин,вариатор,передний,48,750000,,1,0,0,0,0
1957,Nissan,Note,e-POWER X C-Gear,2019,1.2,79,гибрид,АКПП,передний,80,1120000,,0,0,1,0,0
1958,Toyota,Prius Alpha,S 5 seater,2011,1.8,99,гибрид,вариатор,передний,120,1170000,,0,0,1,0,0
1959,Toyota,Prius,G touring selection leather package,2008,1.5,76,гибрид,вариатор,передний,141,655000,,0,0,1,0,0
1960,Hyundai,Santa Fe,R VGT 2WD AT Prestige 5 seats,2019,2.0,186,дизель,АКПП,передний,75,2770000,,0,0,1,0,0
1961,Nissan,AD,Expert LX,2018,1.5,111,бензин,вариатор,передний,66,877000,,0,0,1,0,0
1962,Daewoo,Matiz,MT MX delux M 30,2008,0.8,51,бензин,механика,передний,200,165000,,0,1,0,0,0
1963,Toyota,Passo,plus Hana Apricot collection 4WD,2011,1.0,69,бензин,вариатор,4WD,86,625000,,0,0,1,0,0
1964,Nissan,Note,e-POWER NISMO S,2018,1.2,83,гибрид,АКПП,передний,81,1450000,,1,0,0,0,0
1965,Toyota,Noah,Hybrid G,2015,1.8,99,гибрид,вариатор,передний,125,1775000,,0,0,1,0,0
1966,Toyota,Vitz,,2001,1.0,70,бензин,АКПП,передний,265,315000,,0,0,1,0,0
1967,Nissan,Note,,2007,1.5,109,бензин,вариатор,передний,250,467000,,0,0,1,0,0
1968,Peugeot,308,VTi AT Premium Pack,2009,1.6,120,бензин,АКПП,передний,285,475000,,1,0,0,0,0
1969,RAM,1500,AT 4x4 Laramie Longhorn Crew Cab,2018,5.7,395,бензин,АКПП,4WD,51,7000000,,0,0,0,0,0
1970,Hyundai,Palisade,CRDI AT 4WD Prestige 7 seats,2019,2.2,202,дизель,АКПП,4WD,78,3720000,,0,0,1,0,0
1971,Audi,A4 allroad quattro,TFSI S Tronic quattro Comfort,2014,2.0,225,бензин,робот,4WD,152,1770000,,0,0,0,0,0
1972,Honda,Freed,Gi aero,2010,1.5,118,бензин,вариатор,передний,103,958000,,0,0,0,1,0
1973,Mitsubishi,Colt,,2007,1.3,95,бензин,механика,передний,185,350000,,0,0,1,0,0
1974,Infiniti,G37,Hi-Tech + wood,2011,3.7,333,бензин,АКПП,задний,140,2250000,,0,0,0,0,0
1975,Toyota,Camry,6AT Prestige Plus,2012,2.5,181,бензин,АКПП,передний,230,1410000,,0,0,1,0,0
1976,Nissan,Note,AT Acenta,2008,1.6,110,бензин,АКПП,передний,199,600000,,0,0,1,0,0
1977,Honda,Stepwgn,G Honda Sensing 8 seater,2020,1.5,150,бензин,вариатор,передний,74,1793000,,0,1,0,0,0
1978,Honda,Freed,G L package  (7-Seater),2008,1.5,118,бензин,вариатор,передний,99,915000,,1,0,0,0,0
1979,Honda,Vezel,Hybrid,2014,1.5,132,гибрид,робот,передний,80,1470000,,0,0,1,0,0
1980,Toyota,Raum,G package,2008,1.5,109,бензин,АКПП,передний,68,915000,,1,0,0,0,0
1981,Hyundai,Sonata,MPI AT Comfort,2019,2.0,150,бензин,АКПП,передний,97,2098000,,0,0,1,0,0
1982,Honda,Freed,G aero,2009,1.5,118,бензин,вариатор,передний,112,948000,,0,0,0,1,0
1983,Suzuki,Liana,AT 4WD GLX,2006,1.6,106,бензин,АКПП,4WD,203,259000,,0,0,0,0,0
1984,Kia,Rio,AT Comfort Аудио,2015,1.6,123,бензин,АКПП,передний,157,975000,,1,0,0,0,0
1985,Audi,Q8,45 TDI quattro tiptronic Sport,2019,3.0,249,дизель,АКПП,4WD,1,7800000,,0,0,1,0,0
1986,Nissan,Note,e-POWER X Black Arrow,2019,1.2,79,гибрид,АКПП,передний,126,1100000,,0,0,1,0,0
1987,Hyundai,Santa Fe,R VGT 2WD AT Modern 5 seats,2018,2.0,186,дизель,АКПП,передний,83,2590000,,0,0,1,0,0
1988,Volkswagen,Caddy,TSI CrossCaddy,2014,1.2,86,бензин,механика,передний,155,750000,,0,0,0,0,0
1989,Toyota,Mark II,Grande,1992,2.5,180,бензин,АКПП,задний,700,340000,,0,0,1,0,0
1990,Toyota,Harrier,Premium,2018,2.0,151,бензин,вариатор,передний,31,2700000,,0,0,1,0,0
1991,Nissan,X-Trail,,2007,2.0,141,бензин,вариатор,4WD,197,785000,,0,0,1,0,0
1992,Honda,Stepwgn,Spada Cool Spirit Advanced Package Alpha 8 seater,2015,1.5,150,бензин,вариатор,передний,124,1699000,,0,0,1,0,0
1993,Toyota,Land Cruiser Prado,AT Luxe (7 мест),2012,4.0,282,бензин,АКПП,4WD,140,3200000,,1,0,0,0,0
1994,Kia,Sportage,GDI AT 4WD Luxe,2022,2.5,190,бензин,АКПП,4WD,1,3540000,,0,0,1,0,0
1995,Toyota,Camry,AT GR Sport,2021,2.5,200,бензин,АКПП,передний,3,3430000,,0,0,1,0,0
1996,Nissan,Note,e-POWER NISMO,2019,1.2,79,гибрид,АКПП,передний,8,1355000,,1,0,0,0,0
1997,Nissan,Note,e-POWER X,2019,1.2,79,гибрид,АКПП,передний,32,1095000,,0,0,1,0,0
1998,Honda,Freed Spike,Premium Edition,2015,1.5,88,гибрид,вариатор,передний,64,1167000,,0,0,1,0,0
1999,Volkswagen,Golf,,2008,1.6,102,бензин,АКПП,передний,200,599000,,0,0,0,1,0
2000,Toyota,Sienta,Funbase G,2019,1.5,109,бензин,вариатор,передний,30,1199000,,0,0,0,1,0
2001,Hyundai,Sonata,AT Limited,2019,2.4,185,бензин,АКПП,передний,46,1880000,,0,0,1,0,0
2002,Toyota,Sienta,X limited,2010,1.5,110,бензин,вариатор,передний,91,919000,,1,0,0,0,0
2003,Kia,Carnival,,2018,2.2,202,дизель,АКПП,передний,71,3250000,,1,0,0,0,0
2004,Volkswagen,Tiguan,,2014,2.0,170,бензин,АКПП,4WD,86,1350000,,0,0,1,0,0
2005,Kia,Sportage,T-GDI AT 4WD Base R,2012,2.0,261,бензин,АКПП,4WD,192,1400000,,0,0,1,0,0
2006,Nissan,Wingroad,15M V Limited,2018,1.5,109,бензин,вариатор,передний,55,1070000,,0,0,1,0,0
2007,Toyota,Prius,S Touring Selection,2015,1.8,98,гибрид,вариатор,передний,98,1350000,,0,0,0,1,0
2008,Nissan,Almera,MT Comfort AC,2014,1.6,102,бензин,механика,передний,155,465000,,0,0,0,0,0
2009,Hyundai,Palisade,CRDI AT 4WD Prestige 8 seats,2018,2.2,202,дизель,АКПП,4WD,56,3645000,,0,0,1,0,0
2010,Mazda,Axela,15XD PROACTIVE Diesel Turbo,2016,1.5,105,дизель,АКПП,передний,1,1330000,,0,0,1,0,0
2011,Лада,Гранта,MT Luxe,2018,1.6,106,бензин,механика,передний,106,585000,,0,0,1,0,0
2012,Toyota,Land Cruiser,AX G selection 4WD,2008,4.7,288,бензин,АКПП,4WD,102,3000000,,0,0,1,0,0
2013,Hyundai,Santa Fe,,2019,2.0,186,дизель,АКПП,передний,50,2890000,,0,0,1,0,0
2014,Toyota,Sienna,AT XLE Premium,2015,3.5,266,бензин,АКПП,передний,168,2150000,,0,0,0,0,0
2015,Volkswagen,Passat,,2013,1.8,180,бензин,автомат,передний,98,1005000,,0,0,0,0,0
2016,Nissan,Elgrand,250 Highway Star 4WD (7 Seater),2012,2.5,170,бензин,вариатор,4WD,116,1750000,,0,0,0,0,0
2017,Infiniti,G37,,2012,3.7,333,бензин,АКПП,задний,121,2280000,,0,0,0,0,0
2018,Audi,Q7,55 TFSI quattro tiptronic Advance,2020,3.0,333,бензин,АКПП,4WD,64,6200000,,0,1,0,0,0
2019,Kia,Sportage,CRDI AT 2WD Prestige,2019,2.0,186,дизель,АКПП,передний,99,2420000,,0,0,0,1,0
2020,Лада,2107,MT 21074,2008,1.6,76,бензин,механика,задний,96,160000,,1,0,0,0,0
2021,Лада,2104,,2006,1.5,71,бензин,механика,задний,250,145000,,1,0,0,0,0
2022,Лада,2106,MT 21065-01,1997,1.5,72,бензин,механика,задний,33,78000,,0,0,1,0,0
2023,Peugeot,206,,2007,1.4,75,бензин,механика,передний,170,210000,,0,1,0,0,0
2024,Opel,Vectra,AT i500,1996,2.5,170,бензин,АКПП,передний,418,199000,,1,0,0,0,0
2025,Toyota,Tank,Custom G-T,2017,1.0,98,бензин,вариатор,передний,96,1175000,,0,0,0,0,0
2026,Skoda,Octavia,,2018,1.6,110,бензин,АКПП,передний,109,1690000,,0,0,1,0,0
2027,Hyundai,Accent,MT MT2,2007,1.5,102,бензин,механика,передний,180,357007,,0,0,1,0,0
2028,Mercedes-Benz,B-Class,,2012,1.6,156,бензин,робот,передний,94,1300000,,1,0,0,0,0
2029,Great,Wall Hover H3,MT Luxe,2013,2.0,116,бензин,механика,4WD,187,610000,,0,1,0,0,0
2030,Toyota,RAV4,AT Sol,2007,2.0,152,бензин,АКПП,4WD,320,930000,,0,0,1,0,0
2031,Land,Rover Discovery,TD AT HSE,2011,3.0,245,дизель,АКПП,4WD,160,1350000,,0,1,0,0,0
2032,Ford,Maverick,AT XLT,2005,3.0,203,бензин,АКПП,4WD,170,735000,,1,0,0,0,0
2033,Mitsubishi,Colt,Casual,2003,1.5,98,бензин,вариатор,передний,211,350000,,0,0,1,0,0
2034,Honda,Shuttle,Hybrid Z,2016,1.5,110,гибрид,робот,передний,98,1240000,,0,0,1,0,0
2035,Hyundai,Solaris,,2013,1.6,123,бензин,АКПП,передний,116,690000,,0,0,1,0,0
2036,Honda,Freed Spike,,2012,1.5,118,бензин,вариатор,передний,113,1040000,,0,0,1,0,0
2037,Toyota,Cami,,1999,1.3,92,бензин,АКПП,4WD,200,390000,,0,0,1,0,0
2038,Nissan,Note,X FOUR 4WD,2018,1.2,79,бензин,вариатор,4WD,100,944000,,0,0,1,0,0
2039,Renault,Kaptur,CVT Extreme,2019,1.6,114,бензин,вариатор,передний,48,810000,,0,0,0,0,0
2040,Лада,Приора,MT Люкс 21723-33-046,2014,1.6,98,бензин,механика,передний,143,539000,,1,0,0,0,0
2041,Nissan,Sunny,Super saloon,2003,1.5,109,бензин,АКПП,4WD,450,265000,,0,0,1,0,0
2042,Renault,Kadjar,,2019,1.5,130,механика,передний,140,0,1600000,,0,1,0,0,0
2043,Hyundai,ix35,AT 2WD Travel,2014,2.0,150,бензин,АКПП,передний,58,1595000,,0,0,1,0,0
2044,Honda,Insight,L,2009,1.3,88,гибрид,вариатор,передний,280,380000,,0,0,0,0,0
2045,УАЗ,3151,,1991,2.9,98,бензин,механика,4WD,5,270000,,1,0,0,0,0
2046,Лада,4x4 2121 Нива,,1991,1.6,80,бензин,механика,4WD,3,230000,,1,0,0,0,0
2047,Dodge,Durango,,1997,5.2,230,бензин,АКПП,4WD,250,400000,,0,0,0,0,0
2048,Лада,Калина,MT Люкс 11176-42-036,2012,1.6,98,бензин,механика,передний,165,390000,,1,0,0,0,0
2049,Лада,4x4 2121 Нива,MT,2001,1.7,79,бензин,механика,4WD,197,265000,,1,0,0,0,0
2050,Лада,2114 Самара,MT 21144-32-010,2012,1.6,81,бензин,механика,передний,190,255000,,1,0,0,0,0
2051,Лада,Гранта,,2017,1.6,87,бензин,механика,передний,170,450000,,0,0,1,0,0
2052,Volkswagen,Passat,,2012,1.8,152,бензин,робот,передний,204,870000,,0,0,1,0,0
2053,Vortex,Corda,MT Basic,2011,1.5,109,бензин,механика,передний,347,245000,,0,0,0,0,0
2054,Daewoo,Nexia,,2008,1.6,109,бензин,механика,передний,149,185000,,1,0,0,0,0
2055,Rover,600,,1998,1.9,116,бензин,механика,передний,379,100000,,0,0,0,0,0
2056,Лада,2110,,2000,1.5,79,бензин,механика,передний,100,130000,,1,0,0,0,0
2057,Volkswagen,Transporter,,1982,1.6,50,дизель,механика,задний,300,85000,,0,0,0,0,0
2058,Лада,2106,,1995,1.5,72,бензин,механика,задний,81,68000,,0,0,1,0,0
2059,Mazda,Millenia,AT,2001,2.5,170,бензин,АКПП,передний,148,370000,,1,0,0,0,0
2060,Porsche,911,PDK Carrera 4S,2013,3.8,400,бензин,робот,4WD,31,6500000,,0,0,0,0,0
2061,Kia,Rio,AT Prestige,2012,1.6,123,бензин,АКПП,передний,155,670000,,0,0,1,0,0
2062,Лада,2107,,2008,1.6,74,бензин,механика,задний,4,550000,,1,0,0,0,0
